msno,song_id,source_system_tab,source_screen_name,source_type,target,song_length,genre_ids,artist_name,composer,lyricist,language,city,bd,gender,registered_via,expiration_date,membership_days,registration_year,registration_month,registration_date,expiration_year,expiration_month,song_year,lyricists_count,composer_count,is_featured,artist_count,artist_composer,artist_composer_lyricist,song_lang_boolean,smaller_song,count_song_played,count_artist_played
XRUVBZRVajadrKUk3JAZL+MKe6gE/pX4vmFuIbaCHFs=,IgMar/mVrJQ+ODFPytDf7jwQMmR09+slyZUdVylRFLc=,discover,Discover Chart,online-playlist,0,210364,465|458,林俊傑 (JJ Lin),JJ Lin,Lin Yi Feng,3.0,4,47,male,9,16,3715,2007,7,16,2017,9,2015.0,1,1,0,0,0,0,0,1,6830,115325
V+9JeBlo/YQNstuMEVjGInQaaC1jeYzm17hry3J/6RA=,t4IF5QXKhIgN0nRs2ZuYTMgwoAuWAkdURm0JUqTTqiQ=,radio,Radio,radio,1,250462,465,大芭,no_composer,no_lyricist,10.0,22,0,male,3,6,1471,2013,2,24,2017,3,0.0,0,0,0,0,0,0,0,0,6,106
KP9C2DhtapjZuDpH3VNvtKQlI3LraMhMnkHw470H7XE=,I4VmXt6SCmExnLSR4Xr8N+6OeWl1wC8jO13NYO0Frp8=,my library,Local playlist more,local-library,1,264463,465,信樂團 (Shin Band),Jun Hae Sung,no_lyricist,3.0,13,43,female,9,11,711,2015,10,1,2017,9,2004.0,0,1,0,1,0,0,0,0,466,9071
bKcfnFadtHlBRKKS2mk2He4Uj7SKtpDrwzxN9pRlEdw=,9Xxvd9J4SpEakcmoYTvt+ekTW15btrc+DKumBSTJZU0=,my library,Local playlist more,local-library,0,289018,465,孫燕姿 (Yanzi Sun),no_composer,no_lyricist,3.0,13,29,male,3,9,2065,2013,1,13,2018,9,2006.0,0,0,0,0,0,0,0,0,3329,31708
nf/TUqtTanza6ifKrBSmmuwIMx12P6ntd83QQWFNfqA=,S5bedgihMEByRI+iYTEX6ERZO7RW9t64K3FTQ0BBL1g=,search,Album more,album,1,229440,465,玖壹壹,陳皓宇,陳皓宇 洪瑜鴻 廖建至,3.0,13,42,female,3,10,2012,2012,6,7,2017,12,2015.0,1,1,0,0,0,0,0,1,1799,70445
yqyulthZUB00rpdRvuALiZLulQGBdrjhwiwHeGcCbAk=,eYdLQDZ7Osf9Dw6e9q0cPAPZ/HHNxYbXJDitWN70u3k=,my library,Local playlist more,local-playlist,1,227996,465,Sistar 孝琳 + JooYoung,Black Eyed win,JooYoung| George| Park| Young woong| IRON,31.0,4,20,female,9,26,3483,2008,7,14,2018,1,2012.0,5,1,0,0,0,0,0,1,131,208
jxWYgHsewoUTxXvg3rkqmep869NeMSwe8l15PPP/y+E=,WjcwCaY0zVA5Kx9qbfWIUuhCRPTsKDr+thnUYBO4dGQ=,explore,Online playlist more,online-playlist,0,260597,465,五月天 (Mayday),no_composer,no_lyricist,3.0,15,28,female,9,11,3829,2007,4,18,2017,10,2004.0,0,0,0,0,0,0,0,0,181,182088
AMRUBjET+d31Ax64OEtH1UcaEETKQr6PTcLwqUJ4VWI=,UXwDEtgy9y7c9EH2FQ5JrJJr983t/Eqwq8RDQ6AaSKo=,my library,Online playlist more,online-playlist,0,284583,465,Kousuke Atari (中孝介),no_composer,no_lyricist,17.0,1,0,nan,7,16,1521,2013,7,18,2017,9,2007.0,0,0,0,0,0,0,1,0,12,614
LHaLfWpYyOMUXyUEe0RBaERepkABRsUxKmdJxXlLgVo=,cYxiKJmME1uNmEJR/KSp5Reqg3YB/09WTtO78KrJhak=,search,Local playlist more,local-library,0,260899,458,楊丞琳 (Rainie Yang),Yi Shi Luo,no_lyricist,3.0,4,0,male,9,8,831,2015,5,31,2017,9,2016.0,0,1,0,0,0,0,0,0,546,46006
Z78IwF7acOVoQPn6GMq07Yohi3mVIF4ARvo07hyPDhc=,59N3d0cto6l7fCgomXfD42XvpfBfRf6g5bTkInwk1VY=,my library,Local playlist more,local-playlist,0,282679,465,Kana Nishino (西野カナ),no_composer,no_lyricist,17.0,1,0,nan,7,30,716,2015,10,15,2017,9,2010.0,0,0,0,0,0,0,1,0,646,6424
KZDNFjhHdz/7yeSRo9iCPLUbs1yieTZ2aWkmO17GNg0=,ykxG7Ry9o6ztIdYBqDFYU8fI51mqIfpJx6X6O6rHCFg=,discover,nan,online-playlist,0,255686,458,唐禹哲 (Danson Tang),Tipsy,Tipsy/唐禹哲,3.0,13,16,female,9,18,2299,2011,4,2,2017,7,0.0,2,1,0,0,0,0,0,0,1062,3518
V6G0GoQhaMVnynwwIZjVRVPhlDc8Ly75mNEH6YCpxtY=,ZVBTGEzuvavj7SiTpGrrn2oQPAP3feCG/Tnb6/NDfV4=,my library,Local playlist more,local-playlist,1,227474,444,EXO,Korean Lyrics by JQ (4.5%) / Seo Lim (3%) / Choi| Jin Sun (2.5%) / Chang| Yeo Jin (2.5%) Greg Paul Stephen Bonnick (21.875%) / Hayden Chapman / Adrian McKinnon / Andrew Choi (21.875%),Korean Lyrics by JQ (4.5%) / Seo Lim (3%) / Choi| Jin Sun (2.5%) / Chang| Yeo Jin (2.5%) Greg Paul Stephen Bonnick (21.875%) / Hayden Chapman / Adrian McKinnon / Andrew Choi (21.875%),31.0,4,22,male,9,1,1918,2012,7,1,2017,10,2016.0,9,9,0,0,0,0,0,1,503,20731
xvCZwCZKAymPqSrWIFgThdN+J+LwiT1EeRZSl4jxntM=,P2WDNOUpGf91uI0smTRGIFYUxU3pZna5lyGRph4JvTo=,search,Album more,album,1,230191,465,田亞霍 (Elvis),Tyler Shamy、Mike Hart、Grant Woell,Tyler Shamy、Mike Hart、Grant Woell \改作詞:   何啟弘、田亞霍,3.0,13,19,male,9,7,1127,2015,1,7,2018,2,2016.0,2,1,0,0,0,0,0,1,141,10387
6HxCyvSjvqjBy3471RkgdExJ6L2bvKkkX5WlId9jHgo=,7sD/47OK7UjsdmBjtLCUTIdX9Df8TjpHyOOeA0Koxy8=,my library,Local playlist more,local-playlist,1,273554,465,蘇打綠 (Sodagreen),吳青峰,吳青峰,3.0,1,0,nan,7,1,670,2015,12,1,2017,10,2006.0,1,1,0,0,0,0,0,0,2469,47177
v+vduLHxxQZDcEYIaILrWYnwMTo3Dkb0kBBxU2qb+kQ=,smsCI3sC0YQV//NY/P+fxRDpLChElh1TXW0UoGyWSvg=,search,Artist more,radio,1,196324,465,B1A4,KIM MICHAEL CHUNG(U RI HYEONG GWA NAI DONG SAING 4),LEE YONG HWAN(U RI HYEONG GWA NAI DONG SAING 1)| PARK JANG GEUN(U RI HYEONG GWA NAI DONG SAING 3)| KIM MICHAEL CHUNG(U RI HYEONG GWA NAI DONG SAING 4)| CHA SUN WOO(BARO),31.0,14,26,male,7,14,2376,2011,3,14,2017,9,2012.0,4,1,0,0,0,0,0,1,18,3994
VHpRaOzuJSgJb5VfbMLKnB6wVuCfBR4YRiStxK7XrN4=,z32+ctPJMCf4Omlyz2l6Uoseam0KJ2RUVwQKV6fGPuc=,my library,Local playlist more,local-library,0,262478,2022,BIGMAMA,BIGMAMA,金井 政人,17.0,22,18,male,4,6,946,2016,1,3,2018,8,2013.0,1,1,0,0,1,0,1,0,3,66
qPFwNxuXJ2pH0Eq2GclTYXgMSfZXjPomf4+gKz2c8zo=,RHP89FwgdWdcLd+vuGJF51yGfVHRKFlzYl2qEhhSmJw=,my library,Local playlist more,local-library,1,246491,465,梁靜茹 (Fish Leong),no_composer,no_lyricist,3.0,15,19,male,7,18,1331,2014,6,28,2018,2,2006.0,0,0,0,0,0,0,0,0,811,44290
Sb+ERp/rSclI2nZ7b62e2Ddm2plBOwax60yNxSOoNPE=,M2LXcoT1YlsMfrUzOI6lLHrgpJWkSfw/CIgN6rnwxvg=,discover,nan,online-playlist,0,167369,2022,RADWIMPS,Yojiro Noda,no_lyricist,17.0,1,0,nan,7,21,273,2016,12,22,2017,9,2016.0,0,1,0,0,0,0,1,1,383,18792
zUbVBvS4+Rbl13lYdUrcyYLmeslbs/ourmea6l6hBds=,/GA/8A1C+v903Q0RTVdX8fQmyTH/s5amSswtMpbsNlM=,my library,Local playlist more,local-playlist,1,218546,444,Trouble Maker,S.Tiger| Rado,no_lyricist,31.0,1,0,nan,4,23,613,2016,2,18,2017,10,2013.0,0,2,0,0,0,0,0,1,192,1049
KdMJZtGv4V2PyX/MlNtfOdCq0NGlWoi9B6+HC7tNZQA=,GoVxako2RUCabqJFslesbKUlCsUaor1CriInh1dxFWQ=,discover,Unknown,online-playlist,0,207772,1259,Drake,A. Graham| A. Hernandez| A. Feeney| B. Hazzard| L. Huff| G. McFadden| J. Whitehead,no_lyricist,52.0,1,0,nan,7,3,670,2015,12,3,2017,10,2016.0,0,7,0,0,0,0,0,1,1067,7274
IgZ/XADfw5D7oOsCihSZ+GynIuuFVousZdXZRDYABz0=,SJOEwaBBHX3xNy0Cu6CPoqxMAs7cuJ26v8i2yHuvELk=,discover,Online playlist more,online-playlist,0,233685,465,Justin Bieber,Justin Bieber| Ed Sheeran| Benjamin Joseph Levin,no_lyricist,52.0,22,27,female,9,5,2242,2011,8,16,2017,10,2015.0,0,3,0,0,0,0,0,1,942,30621
0A6c/rTplsKQ/q4ug8orB3f9fPvIRroYufvCfQ2JIpw=,i356q8t0P9emMJq8PsFkY6CGoi34mP3cgXuDpfEDyhY=,discover,Online playlist more,online-playlist,1,195735,1616,Martin Garrix| Bebe Rexha,Martijn Garritsen| Matthew Radosevich| Ruth Anne Cunningham| Stephen Philibin| Ilsey Juber| Yael Nahar,Martijn Garritsen| Matthew Radosevich| Ruth Anne Cunningham| Stephen Philibin| Ilsey Juber| Yael Nahar,52.0,5,20,male,9,23,3410,2009,2,20,2018,6,2016.0,6,6,0,0,0,0,0,1,4695,4822
LQtfDA6KGHhLll6RIqXyPjViZDpHapDEJFxwkPKR8a8=,z4xa44Pd970KoXVeTEFPKP+1Hb2Qzz5RLhZmFeBGKZ0=,radio,Radio,radio,0,240047,465,姜育恆 (Keung Hang),no_composer,no_lyricist,3.0,9,27,male,9,8,3757,2007,8,26,2017,12,0.0,0,0,0,0,0,0,0,1,10,1311
smNM6kJSIOA8meLk7W7Db29nRRrLVw6hQvxkAAJPXsA=,/ttPw8d0TgWz1HHp4yayM2lV6njOyZKRIMR2V4ydrnQ=,discover,Online playlist more,online-playlist,0,203859,458,閻奕格,周以力,王振聲,3.0,1,0,nan,7,21,1293,2014,3,8,2017,9,2016.0,1,1,0,0,0,0,0,1,894,894
TKwTHNuJDdzpiEYOXjPt653qbotABSbXu7tgqkldqAY=,9uDuRF+ToaleR51vHf8IEw4NEKDJXRo/rVRV2011aSM=,my library,Local playlist more,local-library,1,216607,458,曲婉婷 (Wanting Qu),曲婉婷,曲婉婷,3.0,13,34,female,9,21,3535,2008,1,17,2017,9,2011.0,1,1,0,0,0,0,0,1,2249,5041
QzLhQf/k7Zc/drkrrxk1gS8Liuf2LJ0kS8ZmGcj09dw=,QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,explore,Explore,online-playlist,0,266448,458,楊丞琳 (Rainie Yang),Yu Jie Zheng,no_lyricist,3.0,13,0,female,9,22,396,2016,8,22,2017,9,2016.0,0,1,0,0,0,0,0,0,7767,46006
2tmUzRCcD0l3et0ck9XfxZT6gT9LM3w8gwfckVNylIU=,LWGxvurq9amo4pDHCaxZ0kRnB7gdN/RWTtW2A25dOAY=,my library,Local playlist more,local-playlist,0,188874,465,Meghan Trainor,Meghan Trainor| Kevin Kadish,Meghan Trainor| Kevin Kadish,52.0,12,27,female,9,30,1947,2012,12,30,2018,4,2014.0,2,2,0,0,0,0,0,1,677,6548
IXZFJxmC18f1hiUyV2BFdWNMttTGi8ohxwNN+2HKn2E=,wU9bevFNtUn2Zr+uKWkHBZ20Nzyzu1NDsnBkNts7oUc=,my library,Local playlist more,local-library,1,205125,1259,Linkin Park vs Jay-Z,no_composer,no_lyricist,52.0,4,29,male,9,30,3556,2008,1,5,2017,9,2004.0,0,0,0,0,0,0,0,1,58,283
qBj3cLwL5hllqLHQ9XQZneFFT0q0HSj41hsIB9+M3lo=,arxR0Cq52ncyPAKyQ3yjgNWwe5EyI3Q657n012chjws=,my library,Local playlist more,local-library,0,361639,465,李宗盛 (Jonathan Lee),no_composer,no_lyricist,3.0,13,29,male,9,25,2983,2009,9,25,2017,11,1991.0,0,0,0,0,0,0,0,0,5,11504
M1Zv8ur78+iCJzUWcG1JBr50cAPS2lsAZHMMl0kbeEw=,VwS8yvQ3NZ+Da8VYVs7FEU4QMuC6mk1UACxnxCvE/VU=,my library,Search,song,0,322978,465,Voice,別所芳彦,別所秀彦,17.0,13,27,male,7,8,700,2015,10,9,2017,9,2007.0,1,1,0,0,0,0,1,0,2,2
zo5c82d81OthDFkzIQbo9IYrSSBOBo4tLntAmYVHZ2w=,7EnDBkQYJpipCyRd9JBsug4iKnfAunUXc14/96cNotg=,explore,Online playlist more,online-playlist,1,282122,458,聽見下雨的聲音 電影原聲帶,周杰倫,方文山,3.0,1,0,nan,4,7,3,2016,12,4,2016,12,2013.0,1,1,0,0,0,0,0,0,7145,7423
TEbWiElcrF/WXf8g7PoiCLSOOOIVP+WeiCgDGQZUttI=,RAdY6xK/mcaiSShHU4Ad4Hsf0540rDkNXZGVTsuuTjk=,my library,nan,song,0,187542,465,One Direction,Liam Payne|John Ryan|Julian Bunetta|Louis Tomlinson|Ed Drewett|Wayne Hector,Liam Payne|John Ryan|Julian Bunetta|Louis Tomlinson|Ed Drewett|Wayne Hector,52.0,5,22,male,9,13,1287,2015,4,5,2018,10,2015.0,6,6,0,0,0,0,0,1,86,13458
d7AtepMRofkxVKo+tsb0W4qfQ8Tj8IcD1mcJbSozmCQ=,DSIyt27kFjD8NyWBQkwHI2JdWeQtqjm5QVfGkgy+s00=,discover,Online playlist more,online-playlist,1,212416,465,Carly Rae Jepsen,George Michael,no_lyricist,52.0,1,0,female,4,30,538,2016,1,9,2017,6,2015.0,0,1,0,0,0,0,0,1,403,8180
AlZcgP55T9abwVPS9F7JVwdgsU02YjIPWqJ2cTINWsA=,wR+LLM957WfBdaXmUsdE9AiGzOVki7yjelGea+0Ze8E=,discover,Online playlist more,online-playlist,1,230527,1609,Avicii,Tim Bergling| Salem Al Fakir| Vincent Pontare| Simon Aldred| Martin Garrix,no_lyricist,52.0,5,36,female,3,13,2493,2011,12,16,2018,10,2014.0,0,5,0,0,0,0,0,1,3132,9668
Af0RMDI8xgyIe1MhctuaiA8b+rTC8hT/bp7zLWtOfVw=,PWxngjBL3gt2KhdKy8MwEYTgAw/lkL9F/lqqjciktFk=,my library,Local playlist more,local-library,0,218406,465,陳奕迅 (Eason Chan),陳輝陽,林夕,3.0,14,19,male,7,19,1470,2013,9,10,2017,9,2001.0,1,1,0,0,0,0,0,1,2227,76035
pNPe9+kUnGJem0nHfYPdQ/Jx5yNlGLTJLshSohjkSdA=,nkyJFc9aA1RmK0Xs+ejWDniTA3PYdCAEhOIc0b0/9w8=,my library,Local playlist more,local-library,1,249104,458,孫燕姿 (Yanzi Sun),HUSH,no_lyricist,3.0,12,46,female,9,30,2571,2010,9,16,2017,9,2014.0,0,1,0,0,0,0,0,0,1447,31708
RGAe8+3OzXCgYYw4LkvHHfGHPW48eT57SO9tCDqF6wU=,CZOX9BlKzC5R0kJ01CWuQ51KusMCLMNT7b25E60+zxQ=,discover,Discover Chart,online-playlist,0,228310,465,เก็ทสึโนว่า (Getsunova),ปณต คุณประเสริฐ,ปณต คุณประเสริฐ,45.0,1,0,nan,7,6,1351,2014,1,24,2017,10,2016.0,1,1,0,0,0,0,1,1,105,251
XtRNMhQQfarl1MuzmxEy6TVCg0SECtUP1OkNJElHHOI=,8f/T4ohROj1wa25YHMItOW2/wJhRXZM0+T5/2p86COc=,search,Search Home,online-playlist,1,258403,458,郭靜 (Claire Kuo),張簡君偉,左光平,3.0,14,22,male,9,31,1416,2014,3,17,2018,1,2016.0,1,1,0,0,0,0,0,0,7657,42957
XzmCRc6g2B8lJPBNJUhjSSZ9plTdZ611tJCkDT/htwg=,wxghAK3cq1rb0Kkyx6dSxzKGYadE8TQWF9L6dq9B1Is=,discover,Online playlist more,online-playlist,1,226719,359,Halsey,Adam Messinger| Jason Quenneville| Nasri Atweh| Ashley Frangipane,no_lyricist,52.0,5,0,nan,9,27,1554,2014,5,26,2018,8,2017.0,0,4,0,0,0,0,0,1,2219,3540
AsQZBqirWGsxmQ/0TuPn4f/n5/eklIK2vI9sZIbkhBg=,J2nZMZ/hOjgQ+BeIYy7npem7qXp5TdNEv5dNmNhZDzI=,discover,Discover Genre,online-playlist,0,246334,465,方大同 (Khalil Fong),Khalil Fong,Fang Wei Zhen,3.0,1,0,nan,7,9,700,2015,10,10,2017,9,2012.0,1,1,0,0,0,0,0,0,163,13209
Id3zIzqrROi2MmuRM427dbPIonBGIcNLhcRtugJQOPU=,dwl6McFHiuPnQaJfT15ko6ehBE1614Veze+KmxoGLXY=,my library,Local playlist more,local-playlist,1,289436,458,周杰倫 (Jay Chou),周杰倫,周杰倫,3.0,5,50,female,7,22,1870,2012,8,9,2017,9,2016.0,1,1,0,0,0,0,0,0,58,186776
mHPSwyvG4vrggt5ltm6wqv5XowBvtBTzORuLJwd137o=,QZBAXY6al7xhjD2fxFWxoZYBPwblMjqax0i611tQTjM=,my library,Local playlist more,local-playlist,1,238341,359,The xx,Billy Alessi| Bobby Alessi| Jamie Smith| Martin Ditchum| Oliver Sim| Romy Madley Croft| Sade Adu,no_lyricist,52.0,15,24,male,9,22,3268,2008,11,10,2017,10,2016.0,0,7,0,0,0,0,0,1,2001,5974
vf72WjMnAjr9ELP36xOjbCXhXQTk2qCQ1MW56xKT12s=,jR5Y8qtEsusplsjJeWQh+YDjx3T0l06IKy1+ytI/s98=,search,Search,song,0,291840,921,電視劇《何以笙簫默》,譚旋,段思思/張孟晚,3.0,22,21,female,3,1,1614,2014,3,1,2018,8,2014.0,2,1,0,0,0,0,0,0,213,596
mB89gsMTHxXzE1bm7uE4o01qKgRq7Y7rDHTrBCTp1Tw=,dEtyRbs9KqXWxzGJPhgdYohiqhr0WOe44vPLJ1LIo0U=,my library,Local playlist more,local-library,1,282122,465,蕭煌奇 (Ricky Hsiao),蕭煌奇,賴鈺婷,3.0,12,32,male,9,4,2177,2011,10,19,2017,10,2006.0,1,1,0,0,0,0,0,0,265,22210
0GP9GMtl3DJlEwMw+VHCUvZ4dfK4cEJguVhDGsgyJU8=,R4ys+ZoZQ28n3UisNSY2JfCOLDmICr/YNgFfKXFAJB0=,my library,nan,top-hits-for-artist,0,211879,1616|1609,Alan Walker,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,52.0,13,19,male,3,11,1307,2014,7,15,2018,2,2016.0,4,4,0,0,0,0,0,1,348,36781
bwZrE0qNogc4nlnM898ygpq4REcKlaaMuXgAl/xD2HY=,6G4q15dGxC+rscOS/h3dc3QuVtIcKmmwvtU4eIEvTZk=,search,Local playlist more,local-library,1,124551,921,Various Artists,Justin Hurwitz| Damien Chazelle,no_lyricist,52.0,5,34,female,9,30,4908,2004,4,23,2017,9,2016.0,0,2,0,0,0,0,0,1,651,303616
i+F4XK3V9RvEi2LV43n/ODbNrKM8wDTMUlbB7KZBrlw=,GAWjH9Uns87Q1pcQTJZo+PaiJIsUj3DEWjtGqyMUZm4=,my library,Local playlist more,local-library,1,282052,458,A-Lin,張簡君偉,葛大為,3.0,22,38,male,3,7,1043,2014,11,29,2017,10,2015.0,1,1,0,0,0,0,0,0,3524,52913
sv4fMXhcnijeleM2mCy+zbEot4pUDSKQ8F5iODTvoUw=,GBceXWIr0F9Pam9OVSa1rUlhADfpexTTOz0xI65pVNI=,my library,Local playlist more,local-playlist,0,254955,465,五月天 (Mayday),阿信,阿信,3.0,14,26,male,9,1,3652,2008,6,1,2018,6,2001.0,1,1,0,0,0,0,0,0,612,182088
WAgScmwVoWTiNJ7dPL8SqWelrocpooNxSzxwBMOPwFM=,+z1cI5V6Lw/6XhSM4kup0elEfcw08gdtP3GQbmxUubI=,my library,Local playlist more,local-library,0,274808,465,劉若英 (Rene Liu),陳小霞,施立+陳沒,3.0,1,0,nan,7,18,2241,2011,7,31,2017,9,2001.0,1,1,0,0,0,0,0,0,800,12726
4fnKVWgP6U0tqw5fUbwQVGGrcjxR3Jc6dWdpDo6eidY=,jnFR1xpxQpKiEegXq5lXLMJpv0hzeQTFu1eXg7y4+YA=,discover,nan,top-hits-for-artist,0,242834,465,FS (Fuying & Sam),馬逸騰,馬逸騰,3.0,1,0,nan,7,11,577,2016,2,12,2017,9,2012.0,1,1,0,1,0,0,0,1,175,5586
NC0OBJx0v6aHXVG89S9kVYOHWoJk/NPLAG5OMrntklw=,KIGQkrUU35cTbXwdQWTsZ3qvR2eztAw1VWoy4XMeShI=,search,Artist more,top-hits-for-artist,0,201312,465,玖壹壹,周湯豪,廖建至 洪瑜鴻 崔惟楷,3.0,15,23,female,9,23,1287,2014,3,16,2017,9,2015.0,1,1,0,0,0,0,0,1,1265,70445
